id_umkm,nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,laba,biaya_karyawan,jumlah_pelanggan,RoA,NPM,total_tenaga_kerja,Produktivitas,RPC,Strategi diperlukan
28828592,UD. Tono Surapati,Kesehatan,8.0,30.0,5623602.0,35927094.0,Website Sendiri,285.0,Terdaftar,2009.0,30303492.0,114000000.0,285.0,538.8626720027485,84.34718377166826,38.0,7.5,126059.97894736842,Pertahankan kerja keras
28828593,UD. Qisha Kusumah,Perdagangan,63.0,5.0,5902996.0,42314822.0,Shopee,104.0,Terdaftar,2013.0,36411826.0,204000000.0,104.0,616.836365804754,86.04981488519554,68.0,1.5294117647058822,406873.2884615384,Tingkatkan efisiensi kerja
28828594,UD. Tari Jayeng,Pendidikan,14.0,18.0,6031918.0,20499344.0,Shopee,173.0,Terdaftar,2016.0,14467426.0,96000000.0,173.0,239.84785602191545,70.57506815827863,32.0,5.40625,118493.31791907514,Pertahankan kerja keras
28828595,UD. Uli Widhi,Jasa,29.0,37.0,3991688.0,5435097.0,Bukalapak,327.0,Belum Terdaftar,2016.0,1443409.0,198000000.0,327.0,36.1603662410489,26.557189319712236,66.0,4.954545454545454,16621.091743119265,Perluas strategi pemasaran\, Daftarkan status legal
28828596,UD. Clarissa Cahaya,Kesehatan,25.0,78.0,1501660.0,15602357.0,Tokopedia,545.0,Terdaftar,2005.0,14100697.0,309000000.0,545.0,939.0072985895608,90.37542853300948,103.0,5.29126213592233,28628.177981651377,Tingkatkan akses pembiayaan
28828597,UD. Nisa Hastinapura,Pendidikan,93.0,32.0,3956511.0,23171998.0,Lazada,991.0,Belum Terdaftar,2012.0,19215487.0,375000000.0,991.0,485.6674731853393,82.92546460603009,125.0,7.928,23382.43995963673,Perluas strategi pemasaran\, Daftarkan status legal
28828598,UD. Chiko Suryaatmaja,Perdagangan,68.0,89.0,2523098.0,3962038.0,Tokopedia,914.0,Terdaftar,2006.0,1438940.0,471000000.0,914.0,57.03068212174082,36.318177665130925,157.0,5.821656050955414,4334.833698030635,Tingkatkan akses pembiayaan\, Perluas strategi pemasaran
28828599,UD. Damar Panji,Kesehatan,94.0,52.0,3862258.0,2895777.0,Lazada,195.0,Belum Terdaftar,2008.0,-966481.0,438000000.0,195.0,-25.0237296420902,-33.37553271539901,146.0,1.3356164383561644,14850.13846153846,Tingkatkan akses pembiayaan\, Tingkatkan efisiensi kerja\, Perluas strategi pemasaran\, Daftarkan status legal
28828600,UD. Qayla Sukarela,Kesehatan,21.0,29.0,5223369.174638653,36832017.0,Tokopedia,58.0,Terdaftar,2015.0,30437016.0,150000000.0,58.0,582.7084968028437,82.63738583743596,50.0,1.16,635034.775862069,Tingkatkan efisiensi kerja
28828601,UD. Kinan Buana,Perdagangan,53.0,74.0,8687490.0,22517544.0,Website Sendiri,218.0,Belum Terdaftar,2004.0,13830054.0,381000000.0,218.0,159.19504943315044,61.419016212425305,127.0,1.7165354330708662,103291.4862385321,Tingkatkan efisiensi kerja\, Daftarkan status legal
28828602,UD. Niken Lintang,Jasa,57.0,64.0,2003545.0,21451451.0,Lazada,235.0,Belum Terdaftar,2016.0,19447906.0,363000000.0,235.0,970.6747789543036,90.66009567371457,121.0,1.9421487603305785,91282.77021276596,Tingkatkan akses pembiayaan\, Tingkatkan efisiensi kerja\, Daftarkan status legal
28828603,UD. Lidya Pamungkas,Jasa,78.0,13.0,8284243.0,24895018.0,Tokopedia,190.0,Belum Terdaftar,2000.0,16610775.0,273000000.0,190.0,200.5104751272989,66.72328977629178,91.0,2.087912087912088,131026.41052631578,Tingkatkan efisiensi kerja\, Daftarkan status legal
28828604,UD. Farid Agastya,Pendidikan,52.0,9.0,1435120.0,3900557.0,Bukalapak,788.0,Belum Terdaftar,2008.0,2465437.0,183000000.0,788.0,171.79309047327052,63.20730603347163,61.0,12.918032786885243,4949.9454314720815,Tingkatkan akses pembiayaan\, Perluas strategi pemasaran\, Daftarkan status legal
28828605,UD. Yumna Sentosa,Perdagangan,98.0,16.0,3298391.0,6939332.0,Shopee,399.0,Belum Terdaftar,2024.0,3640941.0,342000000.0,399.0,110.38536668333136,52.46817705220042,114.0,3.5,17391.809523809523,Perluas strategi pemasaran\, Daftarkan status legal
28828606,UD. Yusuf Suryaputra,Fashion,18.0,74.0,6119793.0,19493654.0,Tokopedia,964.0,Belum Terdaftar,2017.0,13373861.0,276000000.0,964.0,218.53453213205088,68.60622949396763,92.0,10.478260869565217,20221.632780082982,Perluas strategi pemasaran\, Daftarkan status legal
28828607,UD. Krisna Trisula,Fashion,33.0,14.0,8313438.0,20043328.0,Tokopedia,956.0,Terdaftar,2017.0,11729890.0,141000000.0,956.0,141.09553712916366,58.52266649530458,47.0,20.34042553191489,20965.824267782427,Perluas strategi pemasaran
28828608,UD. Heri Wiyata,Makanan & Minuman,81.0,75.0,3281572.0,8348563.0,Shopee,186.0,Terdaftar,2012.0,5066991.0,468000000.0,186.0,154.40743034131202,60.69297195217908,156.0,1.1923076923076923,44884.74731182796,Tingkatkan efisiensi kerja
28828609,UD. Anang Baswara,Makanan & Minuman,13.0,2.0,5316536.0,47636417.0,Lazada,608.0,Terdaftar,2008.0,42319881.0,45000000.0,608.0,796.0047858229494,88.83934532691659,15.0,40.53333333333333,78349.37006578948,Pertahankan kerja keras
28828610,UD. Gilang Galang,Makanan & Minuman,21.0,21.0,5753490.0,41790652.0,Lazada,505.0,Terdaftar,2020.0,36037162.0,126000000.0,505.0,626.353083085223,86.23259096316563,42.0,12.023809523809524,82753.76633663366,Pertahankan kerja keras
28828611,UD. Sekar Trijaya,Fashion,87.0,55.0,1564818.0,3613229.0,Website Sendiri,122.0,Terdaftar,2006.0,2048411.0,426000000.0,122.0,130.90410514193982,56.69197828313677,142.0,0.8591549295774648,29616.631147540986,Tingkatkan akses pembiayaan\, Tingkatkan efisiensi kerja
28828612,UD. Diyan Prawira,Perdagangan,12.0,58.0,1537363.0,29509796.0,Website Sendiri,768.0,Terdaftar,2004.0,27972433.0,210000000.0,768.0,1819.5073642334307,94.79032996365004,70.0,10.971428571428572,38424.21354166666,Tingkatkan akses pembiayaan
28828613,UD. Fajar Darussalam Lukita,Jasa,63.0,25.0,4279679.0,14336128.0,Website Sendiri,130.0,Belum Terdaftar,2023.0,10056449.0,264000000.0,130.0,234.98138528613944,70.14759494334872,88.0,1.4772727272727273,110277.9076923077,Tingkatkan efisiensi kerja\, Daftarkan status legal
28828614,UD. Yumna Wira,Perdagangan,55.0,49.0,9483812.0,15051081.0,Bukalapak,952.0,Terdaftar,2007.0,5567269.0,312000000.0,952.0,58.70286125452508,36.989163768369856,104.0,9.153846153846152,15809.959033613446,Perluas strategi pemasaran
28828615,UD. Sani Segar,Makanan & Minuman,71.0,86.0,4595843.0,48877366.0,Shopee,822.0,Terdaftar,2022.0,44281523.0,471000000.0,822.0,963.5125264287748,90.59719584725576,157.0,5.235668789808917,59461.51581508516,Pertahankan kerja keras
28828616,UD. Nazar Baruna,Perdagangan,41.0,79.0,8471642.0,19591921.0,Lazada,58.0,Belum Terdaftar,2000.0,11120279.0,360000000.0,58.0,131.26474182926992,56.759513270801776,120.0,0.4833333333333333,337791.7413793103,Tingkatkan efisiensi kerja\, Daftarkan status legal
28828617,UD. Nazar Dwijaputra Dito,Fashion,65.0,60.0,6367533.0,16430952.0,Website Sendiri,177.0,Terdaftar,2000.0,10063419.0,375000000.0,177.0,158.04266738782508,61.2467189971707,125.0,1.416,92830.2372881356,Tingkatkan efisiensi kerja
28828618,UD. Lutfi Reswara,Makanan & Minuman,62.0,54.0,2253804.0,21170169.0,Website Sendiri,227.0,Terdaftar,2023.0,18916365.0,348000000.0,227.0,839.3083426952832,89.35386864412844,116.0,1.956896551724138,93260.6563876652,Tingkatkan efisiensi kerja
28828619,UD. Ujang Wibawa,Perdagangan,41.0,63.0,8197878.0,11057708.0,Shopee,786.0,Belum Terdaftar,2022.0,2859830.0,312000000.0,786.0,34.88500316789296,25.86277373213328,104.0,7.5576923076923075,14068.33078880407,Perluas strategi pemasaran\, Daftarkan status legal
28828620,UD. Jafar Sanjaya,Jasa,90.0,2.0,4532792.0,15019139.0,Website Sendiri,785.0,Terdaftar,2020.0,10486347.0,276000000.0,785.0,231.34410314878775,69.81989446931678,92.0,8.532608695652174,19132.661146496812,Perluas strategi pemasaran
28828621,UD. Xenia Nirbayu,Makanan & Minuman,33.0,29.0,5234170.0,21124439.0,Tokopedia,442.0,Terdaftar,2012.0,15890269.0,186000000.0,442.0,303.5871781008259,75.22220590094723,62.0,7.129032258064516,47792.84841628959,Pertahankan kerja keras
28828622,UD. Jihan Gatra,Jasa,28.0,57.0,2198887.0,3043503.0,Website Sendiri,189.0,Belum Terdaftar,2017.0,844616.0,255000000.0,189.0,38.41106887257053,27.75144299184197,85.0,2.223529411764706,16103.190476190475,Tingkatkan akses pembiayaan\, Tingkatkan efisiensi kerja\, Perluas strategi pemasaran\, Daftarkan status legal
28828623,UD. Dewi Mandiri,Pendidikan,25.0,12.0,5082393.0,44835866.0,Shopee,503.0,Belum Terdaftar,2001.0,39753473.0,111000000.0,503.0,782.1802249452177,88.66444778829519,37.0,13.594594594594597,89136.91053677932,Daftarkan status legal
28828624,UD. Fikri Jaladara,Kesehatan,22.0,71.0,8521201.0,31411063.0,Lazada,803.0,Belum Terdaftar,2008.0,22889862.0,279000000.0,803.0,268.6224864311968,72.87197507451435,93.0,8.634408602150538,39117.1394769614,Daftarkan status legal
28828625,UD. Lukman Wangi,Perdagangan,35.0,23.0,2349733.0,19402681.0,Shopee,765.0,Terdaftar,2022.0,17052948.0,174000000.0,765.0,725.7398180984818,87.88964782753477,58.0,13.189655172413794,25362.981699346405,Perluas strategi pemasaran
28828626,UD. Jasmin Prajurit,Perdagangan,8.0,68.0,9078456.0,46549795.0,Lazada,405.0,Terdaftar,2005.0,37471339.0,228000000.0,405.0,412.7501306389544,80.49732335018876,76.0,5.328947368421052,114937.76543209876,Pertahankan kerja keras
28828627,UD. Ony Mayang,Kesehatan,84.0,6.0,5652991.0,33930538.0,Shopee,618.0,Terdaftar,2020.0,28277547.0,270000000.0,618.0,500.22274933747457,83.33951851868662,90.0,6.866666666666666,54903.78317152104,Pertahankan kerja keras
28828628,UD. Gema Prana,Jasa,41.0,50.0,9929308.0,2320739.0,Shopee,502.0,Terdaftar,2024.0,-7608569.0,273000000.0,502.0,-76.62738430512982,-327.8511284552033,91.0,5.516483516483516,4622.9860557768925,Tingkatkan akses pembiayaan\, Perluas strategi pemasaran
28828629,UD. Celsi Cahyaningrat,Kesehatan,99.0,53.0,3607300.0,5946689.0,Lazada,329.0,Terdaftar,2018.0,2339389.0,456000000.0,329.0,64.85152329997506,39.33935337798899,152.0,2.164473684210526,18075.042553191488,Tingkatkan efisiensi kerja\, Perluas strategi pemasaran
28828630,UD. Ucup Tirtayasa,Makanan & Minuman,66.0,50.0,9754163.0,40253559.0,Tokopedia,720.0,Terdaftar,2023.0,30499396.0,348000000.0,720.0,312.6808112597667,75.76819729157364,116.0,6.206896551724138,55907.72083333333,Pertahankan kerja keras
28828631,UD. Hilmiyah Tunggul,Jasa,6.0,26.0,3383876.0,4000272.0,Shopee,384.0,Belum Terdaftar,2021.0,616396.0,96000000.0,384.0,18.21567929794118,15.408852198050532,32.0,12.0,10417.375,Tingkatkan akses pembiayaan\, Perluas strategi pemasaran\, Daftarkan status legal
28828632,UD. Cipta Nawasena Qira,Perdagangan,22.0,11.0,3625751.0,8055755.0,Shopee,857.0,Terdaftar,2014.0,4430004.0,99000000.0,857.0,122.18169422003882,54.99179158253944,33.0,25.96969696969697,9399.947491248542,Perluas strategi pemasaran
28828633,UD. Ony Nawasena,Pendidikan,31.0,40.0,9283358.0,28633735.0,Bukalapak,675.0,Belum Terdaftar,2008.0,19350377.0,213000000.0,675.0,208.4415682342532,67.5789483977553,71.0,9.507042253521126,42420.34814814815,Daftarkan status legal
28828634,UD. Livia Wijaya,Jasa,22.0,88.0,624431.0,22106121.0,Website Sendiri,98.0,Terdaftar,2013.0,21481690.0,330000000.0,98.0,3440.202360228752,97.1753027136692,110.0,0.8909090909090909,225572.66326530607,Tingkatkan akses pembiayaan\, Tingkatkan efisiensi kerja
28828635,UD. Carissa Rejo,Pendidikan,15.0,32.0,1713807.0,49053971.0,Bukalapak,385.0,Terdaftar,2008.0,47340164.0,141000000.0,385.0,2762.28093361738,96.50628284507285,47.0,8.191489361702128,127412.9116883117,Tingkatkan akses pembiayaan
28828636,UD. Qisya Berkarya Pandu,Perdagangan,68.0,78.0,2876700.0,21587581.0,Shopee,556.0,Belum Terdaftar,2020.0,18710881.0,438000000.0,556.0,650.4286508846943,86.67428277397083,146.0,3.808219178082192,38826.5845323741,Daftarkan status legal
28828637,UD. Ujang Kusumah Erlangga,Jasa,12.0,30.0,5601571.0,14916664.0,Shopee,628.0,Belum Terdaftar,2022.0,9315093.0,126000000.0,628.0,166.29429493975886,62.4475620017988,42.0,14.952380952380953,23752.649681528663,Perluas strategi pemasaran\, Daftarkan status legal
28828638,UD. Nina Sanjaya,Pendidikan,9.0,10.0,1317922.0,10659378.0,Shopee,358.0,Terdaftar,2021.0,9341456.0,57000000.0,358.0,708.8018866063394,87.63603279666037,19.0,18.84210526315789,29774.798882681564,Tingkatkan akses pembiayaan
28828639,UD. Jihan Prima,Jasa,58.0,35.0,8823691.0,36100504.0,Tokopedia,443.0,Belum Terdaftar,2001.0,27276813.0,279000000.0,443.0,309.13155277083024,75.55798389961537,93.0,4.763440860215054,81490.97968397291,Daftarkan status legal
28828640,UD. Mira Kelana,Kesehatan,1.0,5.0,8472112.0,31463643.0,Bukalapak,243.0,Belum Terdaftar,2007.0,22991531.0,18000000.0,243.0,271.3789784648739,73.07332784064452,6.0,40.5,129480.01234567902,Daftarkan status legal
28828641,UD. Jaya Ayodya,Jasa,79.0,44.0,9556446.0,27716675.0,Website Sendiri,869.0,Terdaftar,2014.0,18160229.0,296371183.91660464,869.0,190.0311998833039,65.52095083555297,123.0,7.065040650406504,31894.907940161105,Pertahankan kerja keras
28828642,UD. Niken Arya,Perdagangan,51.0,59.0,5654448.0,20659180.0,Tokopedia,153.0,Belum Terdaftar,2023.0,15004732.0,330000000.0,153.0,265.3615702187022,72.62985268534375,110.0,1.3909090909090909,135027.3202614379,Tingkatkan efisiensi kerja\, Daftarkan status legal
28828643,UD. Sekar Siang,Kesehatan,0.0,89.0,4576055.0,13784473.0,Lazada,604.0,Terdaftar,2011.0,9208418.0,267000000.0,604.0,201.2304922034372,66.80282953145905,89.0,6.786516853932584,22821.975165562915,Perluas strategi pemasaran
28828644,UD. Hanafi Bagaskara,Perdagangan,69.0,71.0,1275561.0,21044172.0,Shopee,689.0,Terdaftar,2008.0,19768611.0,420000000.0,689.0,1549.7973832690088,93.93864961757583,140.0,4.921428571428572,30543.065312046445,Tingkatkan akses pembiayaan
28828645,UD. Gema Wijaksana,Perdagangan,53.0,36.0,3859502.0,26304658.0,Tokopedia,783.0,Belum Terdaftar,2010.0,22445156.0,267000000.0,783.0,581.5557551207384,85.32768606989683,89.0,8.797752808988765,33594.71008939974,Daftarkan status legal
28828646,UD. Eddy Wira,Perdagangan,18.0,29.0,4545348.0,34126892.0,Lazada,612.0,Terdaftar,2016.0,29581544.0,141000000.0,612.0,650.8092229681864,86.6810373473213,47.0,13.02127659574468,55762.8954248366,Pertahankan kerja keras
28828647,UD. Marsel Gandewa,Jasa,96.0,37.0,2446193.0,42005804.0,Shopee,76.0,Terdaftar,2013.0,39559611.0,399000000.0,76.0,1617.1909166611138,94.17653569968569,133.0,0.5714285714285714,552707.947368421,Tingkatkan efisiensi kerja
28828648,UD. Niken Ananta,Perdagangan,27.0,15.0,1453143.0,43793219.0,Tokopedia,499.80477611940296,Terdaftar,2005.0,42340076.0,126000000.0,666.0,2913.6895680604043,96.6818082041423,42.0,11.900113717128642,65755.58408408408,Tingkatkan akses pembiayaan
28828649,UD. Qyla Prana Balqis,Jasa,4.0,78.0,4391363.0,49396220.0,Shopee,809.0,Terdaftar,2019.0,45004857.0,246000000.0,809.0,1024.8493918630732,91.10992096156345,82.0,9.865853658536585,61058.36835599506,Pertahankan kerja keras
28828650,UD. Prananda Manggala,Pendidikan,75.0,37.0,1751832.0,43957907.0,Bukalapak,417.0,Terdaftar,2021.0,42206075.0,336000000.0,417.0,2409.2535699770297,96.0147511117852,112.0,3.7232142857142856,105414.64508393286,Tingkatkan akses pembiayaan
28828651,UD. Qanita Mandiri,Perdagangan,29.0,52.0,9060988.0,12455336.0,Shopee,684.0,Terdaftar,2002.0,3394348.0,243000000.0,684.0,37.4611245484488,27.252159235206506,81.0,8.444444444444445,18209.555555555555,Perluas strategi pemasaran
28828652,UD. Tania Madani,Pendidikan,80.0,7.0,6910775.0,22777305.0,Website Sendiri,105.0,Terdaftar,2024.0,15866530.0,261000000.0,105.0,229.5911818862573,69.65938244230387,87.0,1.206896551724138,216926.7142857143,Tingkatkan efisiensi kerja
28828653,UD. Wulan Sukma Fikri,Kesehatan,18.0,98.0,7023060.0,38011563.0,Website Sendiri,574.0,Terdaftar,2012.0,30988503.0,348000000.0,574.0,441.23933157341673,81.52388524512922,116.0,4.948275862068965,66222.23519163764,Pertahankan kerja keras
28828654,UD. Chiko Tejakencana Pandu,Makanan & Minuman,41.0,8.0,7011130.0,41076645.0,Shopee,901.0,Terdaftar,2015.0,34065515.0,147000000.0,901.0,485.8776687923345,82.93159044513007,49.0,18.387755102040817,45590.06104328524,Pertahankan kerja keras
28828655,UD. Candra Kalbu,Perdagangan,24.0,20.0,5748456.0,35167429.0,Tokopedia,920.0,Terdaftar,2011.0,29418973.0,132000000.0,920.0,511.771734879766,83.6540339642116,44.0,20.90909090909091,38225.46630434783,Pertahankan kerja keras
28828656,UD. Delia Paseban,Jasa,34.0,40.0,9619374.0,35581221.0,Lazada,942.0,Belum Terdaftar,2021.0,25961847.0,222000000.0,942.0,269.89123200740505,72.96502556784097,74.0,12.72972972972973,37771.99681528663,Daftarkan status legal
28828657,UD. Taufan Jatiwangi,Perdagangan,8.0,68.0,5995579.0,8846732.0,Lazada,418.0,Terdaftar,2012.0,2851153.0,228000000.0,418.0,47.55425622779718,32.22831888656738,76.0,5.5,21164.430622009568,Perluas strategi pemasaran
28828658,UD. Kamil Nirmala,Perdagangan,95.0,18.0,514600.0,2703541.0,Website Sendiri,606.0,Terdaftar,2021.0,2188941.0,339000000.0,606.0,425.3674698795181,80.96570386763138,113.0,5.36283185840708,4461.288778877888,Tingkatkan akses pembiayaan\, Perluas strategi pemasaran
28828659,UD. Damar Wibawa,Makanan & Minuman,38.0,79.0,2653894.0,12152355.0,Website Sendiri,983.0,Terdaftar,2018.0,9498461.0,351000000.0,983.0,357.90657049603334,78.16148392636654,117.0,8.401709401709402,12362.517802644965,Perluas strategi pemasaran
28828660,UD. Berlian Cempaka,Perdagangan,55.0,17.0,8390333.0,11467618.0,Tokopedia,416.0,Terdaftar,2020.0,3077285.0,216000000.0,416.0,36.67655383880473,26.834561458185995,72.0,5.777777777777778,27566.38942307692,Pertahankan kerja keras
28828661,UD. Riko Wening,Fashion,37.0,75.0,5983839.0,26039591.0,Bukalapak,64.0,Terdaftar,2008.0,20055752.0,336000000.0,64.0,335.16530107177016,77.02022662337515,112.0,0.5714285714285714,406868.609375,Tingkatkan efisiensi kerja
28828662,UD. Fani Manik,Fashion,14.0,79.0,983727.0,33508384.0,Website Sendiri,16.0,Terdaftar,2023.0,32524657.0,279000000.0,16.0,3306.268609075485,97.06423622219442,93.0,0.1720430107526881,2094274.0,Tingkatkan akses pembiayaan\, Tingkatkan efisiensi kerja
28828663,UD. Xenia Paningrat Najwa,Jasa,45.0,4.0,2992835.0,22527761.0,Website Sendiri,270.0,Terdaftar,2009.0,19534926.0,147000000.0,270.0,652.7231203858549,86.71490255955752,49.0,5.510204081632653,83436.15185185186,Pertahankan kerja keras
28828664,UD. Wira Gatra,Jasa,36.0,66.0,3638845.0,23829753.0,Shopee,983.0,Terdaftar,2018.0,20190908.0,306000000.0,983.0,554.871339669593,84.72982493775744,102.0,9.637254901960784,24241.86469989827,Perluas strategi pemasaran
